large_class_ip_name,product_date,product_count,product_mean,product_median,three_month_count,three_month_mean,three_month_median,six_month_count,six_month_mean,six_month_median,ip_type
メダロット,2022-10-05,51,121.94117647058827,108.0,111,107.86486486486486,85.0,,,,ゲーム
中華一番!,2021-01-11,3,83.0,83.0,123,200.97560975609758,111.0,,,,漫画
ホットロード,2014-05-13,25,522.07999999999981,390.0,32,759.21875,582.0,,,,漫画
ゴブリンスレイヤー,2017-11-27,1,93.0,93.0,2,115.5,115.5,,,,ライトノベル
青春×機関銃,2015-06-06,36,629.38888888888891,265.0,58,213.9655172413793,160.0,,,,漫画
Fairy蘭丸 〜あなたの心お助けします〜,2021-02-19,25,399.59999999999997,242.0,14,1392.5,824.5,,,,アニメ
イジらないで、長瀞さん,2020-03-07,9,117.33333333333333,94.0,12,93.25,97.0,,,,漫画
ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,2022-10-06,1,1983.0,1983.0,33,517.09090909090924,202.0,,,,ライトノベル
死神坊ちゃんと黒メイド,2021-07-04,456,526.90789473684231,442.0,528,864.21590909090833,480.0,,,,漫画
空挺ドラゴンズ,2020-01-27,2,345.0,345.0,101,208.42574257425733,106.0,,,,漫画
恋は雨上がりのように,2018-01-19,7,607.85714285714289,611.0,50,1241.7400000000002,529.0,,,,漫画
キリングバイツ,2017-12-16,3,116.66666666666666,73.0,21,267.57142857142856,94.0,,,,漫画
可愛ければ変態でも好きになってくれますか?,2019-06-24,14,506.57142857142856,479.5,33,1053.121212121212,999.0,,,,ライトノベル
逆転世界ノ電池少女,2021-09-10,1,181.0,181.0,8,572.25,431.0,,,,アニメ
プリキュアシリーズ,2021-04-18,40,405.4,473.0,328,891.60975609756076,742.0,,,,アニメ
ノーゲーム・ノーライフ,2014-03-31,34,156.5588235294118,118.5,63,38.888888888888886,25.0,17,30.294117647058815,17.0,ライトノベル
魔王学院の不適合者,2020-07-05,42,1510.1428571428571,1291.5,18,1541.1666666666667,1198.5,10,1171.3000000000002,872.5,ライトノベル
いたずらぐまのグル〜ミ〜,2020-12-28,12,130.33333333333337,61.0,1,99.0,99.0,,,,アニメ
競女!!!!!!!!,2016-09-21,40,171.95,53.0,17,93.588235294117652,81.0,,,,漫画
東京24区,2021-12-24,41,336.34146341463418,283.0,25,1736.08,1030.0,,,,アニメ
のりものまん モービルランドのカークン,2020-09-17,3,52.666666666666671,63.0,59,33.813559322033875,32.0,13,118.53846153846155,48.0,アニメ
桜Trick,2013-12-29,41,139.95121951219519,99.0,17,312.35294117647061,196.0,,,,漫画
プランダラ,2019-11-15,2,556.0,556.0,6,1057.3333333333333,581.5,,,,漫画
いぬやしき,2017-10-13,2,250.5,250.5,60,481.11666666666679,213.0,2,4027.5,4027.5,漫画
ストライク・ザ・ブラッド,2013-10-11,40,97.09999999999998,39.0,84,17.571428571428577,12.0,,,,ライトノベル
Extreme Hearts,2022-07-10,3,225.0,230.0,29,197.68965517241378,163.0,,,,アニメ
ねこねこ日本史,2016-10-18,42,59.285714285714292,56.0,246,73.048780487804848,65.0,156,55.423076923076941,25.5,漫画
無限の住人,2020-01-15,5,132.0,102.0,45,527.93333333333328,384.0,,,,漫画
平穏世代の韋駄天達,2021-06-11,23,321.08695652173913,295.0,13,588.30769230769238,238.0,3,395.0,158.0,漫画
LISTENERS リスナーズ,2020-03-23,5,177.39999999999998,146.0,48,384.75000000000006,114.5,5,817.0,426.0,アニメ
妖狐×僕SS,2012-01-20,4,95.0,66.0,55,39.272727272727273,14.0,,,,漫画
暁のヨナ,2014-08-06,6,157.0,157.5,5,149.2,117.0,,,,漫画
イエスタデイをうたって,2020-04-04,5,406.6,476.0,158,364.85443037974687,166.0,,,,漫画
薔薇王の葬列,2021-12-03,106,161.49056603773585,118.0,29,1304.5862068965516,675.0,1,98.0,98.0,漫画
ミニスカ宇宙海賊,2012-01-11,14,12.571428571428573,14.0,378,7.6613756613756587,5.0,,,,ライトノベル
月刊少女野崎くん,2014-05-15,68,288.33823529411757,75.5,39,630.61538461538453,155.0,,,,漫画
世界征服 〜謀略のズヴィズダー〜,2014-01-11,22,68.954545454545467,55.0,15,82.199999999999989,65.0,,,,アニメ
スペース☆ダンディ,2013-12-04,56,47.857142857142861,40.0,94,47.829787234042549,26.0,,,,アニメ
装神少女まとい,2016-08-11,34,74.470588235294116,46.0,39,40.666666666666664,21.0,,,,アニメ
コジコジ,2011-07-20,2,29.5,29.5,90,7.4666666666666668,5.0,46,0.71739130434782616,0.0,漫画
寄宿学校のジュリエット,2018-08-10,20,1431.85,799.0,32,1529.4375,1180.5,,,,漫画
でーじミーツガール,2021-09-13,4,109.75,86.5,13,310.92307692307691,284.0,,,,アニメ
ガンスリンガー ストラトス,2014-06-27,13,31.153846153846157,17.0,141,43.744680851063819,23.0,,,,ゲーム
幼なじみが絶対に負けないラブコメ,2020-06-10,7,1582.8571428571429,546.0,16,1901.1874999999998,1669.5,,,,ライトノベル
DOG DAYS,2012-07-15,6,37.0,25.0,5,100.80000000000001,59.0,,,,アニメ
CUE!,2022-01-07,2,1086.0,1086.0,70,817.94285714285706,560.0,,,,ゲーム
ばらかもん,2014-05-20,14,352.42857142857144,214.5,17,439.70588235294116,232.0,,,,漫画
女神のカフェテラス,2021-05-28,12,232.66666666666666,205.0,488,348.8524590163936,318.0,,,,漫画
ドロヘドロ,2020-01-13,10,771.9,546.0,25,2330.52,1273.0,,,,漫画
ルパン三世,2015-05-28,15,321.33333333333331,115.0,35,207.71428571428567,59.0,,,,漫画
少年のアビス,2022-01-14,23,372.34782608695662,351.0,23,413.95652173913044,305.0,37,398.05405405405406,257.0,漫画
宇宙兄弟,2012-04-10,1,46.0,46.0,65,36.92307692307692,19.0,,,,漫画
七つの大罪,2017-01-27,31,93.645161290322577,72.0,29,113.0,70.0,,,,漫画
このヒーラー、めんどくさい,2022-03-27,10,537.60000000000014,560.0,7,703.57142857142856,517.0,,,,漫画
この勇者が俺TUEEEくせに慎重すぎる,2019-10-03,12,278.16666666666669,248.0,59,187.15254237288138,60.0,,,,ライトノベル
とんかつDJアゲ太郎,2015-08-04,1,85.0,85.0,23,83.782608695652172,66.0,,,,漫画
不徳のギルド,2022-09-12,6,389.83333333333337,313.0,16,178.4375,100.5,4,530.75,28.0,漫画
时光代理人,2022-01-09,35,932.14285714285722,601.0,40,2599.325,1024.0,,,,アニメ
博多豚骨ラーメンズ,2017-09-10,7,278.71428571428572,231.0,21,442.33333333333326,160.0,,,,ライトノベル
MAJOR,2018-04-24,12,140.74999999999997,144.0,180,312.33333333333331,140.0,,,,漫画
風夏,2016-12-27,38,332.44736842105266,320.5,19,316.4736842105263,199.0,,,,漫画
コードギアス,2021-10-09,5,894.2,606.0,97,1833.9381443298964,1455.0,67,1004.4776119402985,794.0,アニメ
アオのハコ,2021-12-16,1,4874.0,4874.0,29,3948.4482758620693,3363.0,,,,漫画
虹色デイズ,2015-12-17,15,784.06666666666672,578.0,30,868.36666666666656,515.5,,,,漫画
異世界食堂,2017-07-04,21,268.42857142857144,191.0,37,309.27027027027032,151.0,,,,ライトノベル
暗殺教室,2014-07-14,93,146.12903225806457,97.0,15,423.0,332.0,,,,漫画
八十亀ちゃんかんさつにっき,2018-08-26,8,159.0,159.0,292,450.56164383561611,359.0,,,,漫画
未来日記,2016-04-21,14,33.357142857142861,16.5,17,76.705882352941174,18.0,,,,漫画
薄桜鬼,2010-04-09,7,6.1428571428571432,5.0,11,1.9090909090909092,1.0,,,,ゲーム
ローリング☆ガールズ,2014-12-22,32,92.874999999999986,52.0,24,65.458333333333343,46.5,,,,アニメ
オッドタクシー,2021-03-20,19,743.21052631578948,332.0,37,647.945945945946,164.0,,,,アニメ
警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ-,2019-08-07,28,313.17857142857139,249.0,27,152.51851851851856,138.0,,,,アニメ
世界一初恋,2011-04-10,22,32.818181818181813,25.5,21,18.238095238095237,7.0,,,,漫画
からくりサーカス,2018-11-28,1,78.0,78.0,110,1975.5909090909095,1014.0,34,1136.205882352941,707.5,漫画
盾の勇者の成り上がり,2019-01-10,14,608.0,605.0,102,250.31372549019605,188.0,,,,ライトノベル
うらみちお兄さん,2021-08-20,4,4657.0,3749.5,67,5046.6865671641781,3542.0,9,7888.8888888888887,3997.0,漫画
だがしかし,2015-12-06,52,791.59615384615415,351.5,81,459.01234567901253,135.0,,,,漫画
異世界魔王と召喚少女の奴隷魔術,2018-03-24,20,86.3,41.0,20,91.8,12.5,,,,ライトノベル
るろうに剣心,2022-12-14,4,899.5,899.5,12,39368.0,18140.5,,,,ゲーム
幕末Rock,2014-02-20,2,122.0,122.0,119,97.05882352941174,43.0,,,,ゲーム
海月姫,2014-07-03,1,557.0,557.0,43,187.79069767441857,117.0,,,,漫画
恋する小惑星,2019-11-28,18,577.11111111111109,534.0,17,1630.2352941176473,1228.0,3,1267.0,761.0,漫画
ラグナストライクエンジェルズ,2016-11-09,16,35.999999999999993,15.0,15,200.86666666666665,170.0,97,142.63917525773189,72.0,ゲーム
蒼穹のファフナー,2014-11-15,87,193.9655172413793,170.0,288,213.27083333333337,125.5,42,528.00000000000011,254.0,アニメ
私がモテないのはどう考えてもお前らが悪い!,2013-04-04,4,51.25,31.5,12,25.583333333333332,10.5,,,,漫画
ゼロから始める魔法の書,2017-03-24,9,304.66666666666669,243.0,7,189.14285714285714,178.0,,,,ライトノベル
異能バトルは日常系のなかで,2014-09-12,9,65.0,48.0,84,48.6547619047619,21.0,,,,ライトノベル
大正処女御伽話,2021-10-09,10,559.2,492.5,130,589.0692307692309,464.0,15,1187.4,875.0,漫画
ニル・アドミラリの天秤,2017-10-10,1,3570.0,3570.0,12,1572.25,1054.5,,,,ゲーム
D CIDE TRAUMEREI,2021-05-28,7,200.85714285714286,169.0,98,245.55102040816331,124.5,,,,アニメ
落第騎士の英雄譚,2015-10-20,183,81.792349726775925,61.0,205,29.882926829268293,17.0,10,31.8,22.5,ライトノベル
ブルーロック,2019-01-08,1,92.0,92.0,43,55.465116279069761,42.0,1,41.0,41.0,漫画
異世界薬局,2022-06-29,10,152.79999999999998,128.5,26,235.11538461538461,116.5,,,,ライトノベル
くまクマ熊ベアー,2023-03-07,16,390.625,415.5,56,999.39285714285677,333.5,,,,ライトノベル
花咲くいろは,2011-04-04,10,22.1,21.5,35,12.942857142857141,7.0,,,,アニメ
俺だけ入れる隠しダンジョン,2020-12-27,6,230.0,190.5,24,365.45833333333337,190.0,17,180.99999999999997,67.0,ライトノベル
バクテン!!,2021-04-09,17,1440.5882352941176,818.0,86,1002.7441860465118,837.0,,,,アニメ
ぐらんぶる,2018-07-06,29,856.89655172413791,463.0,72,1254.1805555555552,722.5,,,,漫画
解体屋ゲン,2022-02-07,1,26.0,26.0,91,13.703296703296704,8.0,,,,漫画
老後に備えて異世界で8万枚の金貨を貯めます,2023-01-08,1,256.0,256.0,17,653.47058823529414,460.0,2,534.0,534.0,ライトノベル
坂本ですが?,2016-03-11,63,341.58730158730168,220.0,42,300.30952380952385,47.5,,,,漫画
刀使ノ巫女,2017-07-21,3,41.666666666666664,25.0,17,424.64705882352939,301.0,,,,アニメ
怪盗ジョーカー,2015-03-26,60,107.33333333333337,84.0,70,77.000000000000028,67.0,,,,漫画
魔界王子 devils and realist,2013-07-08,26,116.42307692307692,96.5,151,197.046357615894,43.0,,,,漫画
戦闘員、派遣します!,2021-03-12,6,495.83333333333331,446.5,12,1185.6666666666665,1043.5,,,,ライトノベル
モンスターハンター,2016-10-02,60,65.15,18.0,207,209.21739130434787,50.0,,,,ゲーム
群青のファンファーレ,2022-03-06,38,361.28947368421052,244.0,94,765.23404255319144,201.5,5,273.2,247.0,アニメ
宝石商リチャード氏の謎鑑定,2019-11-01,14,966.71428571428589,475.0,16,3552.0,1815.5,,,,ライトノベル
Dance with Devils,2015-07-30,34,329.41176470588243,214.5,140,172.57142857142853,80.0,,,,アニメ
精霊使いの剣舞,2014-03-18,4,85.75,82.0,10,29.5,24.0,,,,ライトノベル
私、能力は平均値でって言ったよね!,2019-09-26,5,251.2,253.0,55,270.92727272727274,171.0,,,,ライトノベル
ハイスコアガール,2018-08-04,37,464.48648648648646,132.0,127,360.07086614173232,153.0,,,,漫画
織田シナモン信長,2019-12-03,17,599.05882352941171,485.0,55,798.19999999999993,478.0,,,,漫画
天才バカボン,2018-06-15,32,313.43750000000006,311.0,32,906.68750000000023,707.0,,,,漫画
RE-MAIN,2021-06-11,16,800.75,750.0,7,5840.7142857142853,8161.0,,,,アニメ
ちみも,2022-04-28,23,189.34782608695653,110.0,32,313.78124999999994,239.0,,,,アニメ
戦翼のシグルドリーヴァ,2020-10-03,55,612.80000000000007,488.0,81,549.18518518518533,398.0,22,571.681818181818,340.0,アニメ
邪神ちゃんドロップキック,2018-01-12,36,142.50000000000006,68.5,273,35.076923076923045,11.0,,,,漫画
Sonny Boy,2021-06-19,45,181.48888888888885,150.0,6,721.33333333333337,385.5,,,,アニメ
ユーレイデコ,2022-06-09,33,24.757575757575754,20.0,22,71.8181818181818,32.5,,,,アニメ
シュート!,2022-08-06,5,151.0,119.0,125,219.76800000000003,76.0,9,466.11111111111109,102.0,漫画
堀さんと宮村くん,2021-01-10,59,2862.8305084745766,2136.0,78,3465.3717948717963,1475.0,,,,漫画
えとたま,2015-02-18,51,115.78431372549019,85.0,102,108.35294117647059,60.0,,,,アニメ
メンズ校,2020-10-05,7,5851.0000000000009,6310.0,35,11923.571428571429,8697.0,2,17380.5,17380.5,漫画
アホガール,2017-06-09,22,591.13636363636363,481.5,15,676.93333333333317,117.0,,,,漫画
おにぱん!,2022-04-14,11,283.81818181818187,165.0,35,475.68571428571425,394.0,,,,アニメ
GIANT KILLING,2011-01-04,1,4.0,4.0,257,2.3268482490272371,1.0,,,,漫画
犬夜叉,2020-10-24,6,2568.666666666667,2567.0,148,4858.2567567567567,2987.0,,,,漫画
やくならマグカップも,2021-03-31,8,299.99999999999994,178.0,52,353.00000000000006,327.5,8,618.5,492.5,漫画
IVY THE KIWI?,2020-08-26,7,275.14285714285711,124.0,21,893.28571428571422,543.0,,,,ゲーム
のんのんびより,2020-10-27,48,346.43749999999989,285.0,24,7896.625,4691.5,27,1776.4444444444443,1440.0,漫画
かつて神だった獣たちへ,2019-05-31,6,169.66666666666666,161.5,42,200.52380952380952,130.5,,,,漫画
ステラのまほう,2016-07-13,10,234.1,168.5,29,258.0344827586207,106.0,17,160.64705882352945,23.0,漫画
ムヒョとロージーの魔法律相談事務所,2018-07-17,48,693.62499999999989,340.0,372,1285.9838709677417,303.5,,,,漫画
じみへんっ!! 〜地味子を変えちゃう純異性交遊〜,2019-04-08,10,52.5,51.0,12,127.5,62.5,,,,漫画
ビビッドレッド・オペレーション,2013-01-13,108,24.416666666666664,15.0,261,36.88122605363985,22.0,49,9.1428571428571441,4.0,アニメ
ディーふらぐ!,2014-01-11,14,59.928571428571431,50.5,50,53.14,30.0,,,,漫画
オリエント,2021-12-03,5,317.0,317.0,290,1158.8275862068958,751.0,,,,漫画
東京卍リベンジャーズ,2020-06-25,3,1305.0,1305.0,183,3823.852459016392,2033.0,,,,漫画
田中くんはいつもけだるげ,2016-03-17,42,678.95238095238108,501.0,25,1344.32,525.0,,,,漫画
異世界かるてっと,2019-03-07,18,1062.4444444444446,1139.0,4,1786.0,1786.0,,,,アニメ
僕のヒーローアカデミア,2015-08-09,27,444.66666666666669,404.0,270,338.86666666666679,237.0,,,,漫画
新妹魔王の契約者,2014-11-25,46,137.99999999999997,48.0,18,88.555555555555557,55.0,,,,ライトノベル
ノラガミ,2013-10-07,26,124.23076923076923,116.0,66,80.545454545454561,25.0,,,,漫画
おそ松くん,2015-08-26,176,4628.0000000000018,1927.0,56,3995.8571428571436,3708.0,,,,漫画
ぼくのとなりに暗黒破壊神がいます。,2020-01-07,5,699.6,663.0,21,761.33333333333326,697.0,23,336.34782608695656,288.0,漫画
キミと僕の最後の戦場、あるいは世界が始まる聖戦,2020-08-31,13,193.92307692307693,161.0,40,607.15,522.0,,,,ライトノベル
プラスティック・メモリーズ,2015-04-12,60,105.79999999999997,82.5,69,65.1449275362319,47.0,18,33.388888888888893,9.0,アニメ
であいもん,2022-03-31,9,490.88888888888891,364.0,16,1097.3749999999998,728.0,15,1745.3333333333333,334.0,漫画
俺が好きなのは妹だけど妹じゃない,2018-10-11,2,563.5,563.5,40,497.74999999999994,420.5,,,,ライトノベル
MIX,2019-03-22,2,544.0,544.0,7,4226.5714285714284,699.0,,,,漫画
体操ザムライ,2020-10-25,9,1517.5555555555557,823.0,16,3641.4375,1350.0,,,,アニメ
アイ★チュウ,2020-02-26,1,1040.0,1040.0,5,2033.8,2120.0,,,,ゲーム
遊☆戯☆王,2014-07-30,22,197.81818181818181,97.0,322,176.52173913043475,69.0,,,,漫画
女神寮の寮母くん。,2021-08-06,2,178.0,178.0,63,222.58730158730157,166.0,3,93.0,98.0,漫画
千銃士,2018-02-26,5,730.8,664.0,73,945.83561643835617,722.0,21,568.61904761904759,238.0,ゲーム
約束のネバーランド,2018-05-01,2,832.0,832.0,14,2218.1428571428573,1596.0,,,,漫画
捏造トラップ -NTR-,2017-07-21,24,120.70833333333334,116.0,59,274.30508474576271,162.0,12,945.50000000000011,207.0,漫画
Fateシリーズ,2012-08-29,5,40.0,40.0,135,88.459259259259255,51.0,,,,ゲーム
それだけがネック,2020-11-13,1,37.0,37.0,44,49.886363636363647,20.5,,,,アニメ
ヴァニタスの手記,2021-07-17,110,1247.4181818181819,1041.0,130,3021.3076923076924,1601.0,,,,漫画
くまみこ,2016-02-27,24,317.66666666666669,239.0,29,150.82758620689657,76.0,,,,漫画
葬送のフリーレン,2021-10-19,3,933.66666666666663,884.0,9,1518.0,1356.0,,,,漫画
GATE 自衛隊 彼の地にて、斯く戦えり,2015-07-18,84,107.28571428571429,86.0,144,111.58333333333331,80.5,16,324.00000000000006,240.0,ライトノベル
対魔導学園35試験小隊,2015-09-27,24,66.875,57.0,48,43.229166666666657,30.0,,,,ライトノベル
恋愛ラボ,2013-07-04,35,44.600000000000009,42.0,160,48.19375,30.5,24,15.541666666666666,13.0,漫画
真夜中のオカルト公務員,2018-10-09,1,121.0,121.0,4,261.75,238.0,,,,漫画
ドメスティックな彼女,2018-12-14,4,522.25,462.0,51,751.82352941176475,389.0,,,,漫画
君のことが大大大大大好きな100人の彼女,2021-01-25,4,472.5,495.0,47,511.14893617021272,415.0,79,247.27848101265823,182.0,漫画
orange,2016-07-04,38,516.5526315789474,313.0,40,1529.1499999999999,962.5,,,,漫画
Dr.STONE,2019-07-05,84,637.107142857143,604.0,120,708.49999999999989,354.0,63,933.85714285714312,383.0,漫画
恋は世界征服のあとで,2022-04-08,3,185.33333333333334,182.0,67,540.88059701492534,190.0,46,365.95652173913049,138.5,漫画
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.3529411764705,1778.0,,,,漫画
うしおととら,2015-05-27,9,604.0,741.0,72,505.375,325.5,,,,漫画
ナンバカ,2016-09-28,16,560.06249999999989,355.5,36,372.69444444444451,245.0,,,,漫画
ゲーマーズ!,2017-07-21,33,765.96969696969711,510.0,66,362.89393939393938,144.0,,,,ライトノベル
魔王城でおやすみ,2020-10-06,7,1020.2857142857143,1060.0,106,893.95283018867951,729.0,67,637.74626865671632,340.0,漫画
TIGER & BUNNY,2020-03-16,2,4665.0,4665.0,2,1375.0,1375.0,,,,アニメ
お兄ちゃんだけど愛さえあれば関係ないよねっ,2012-09-21,23,21.999999999999996,17.0,15,17.4,9.0,,,,ライトノベル
リクドウ,2023-01-11,3,13.333333333333334,6.0,165,33.157575757575749,10.0,,,,漫画
ゴールデンカムイ,2018-04-17,260,1648.057692307691,921.5,200,3085.7750000000019,894.5,,,,漫画
アフリカのサラリーマン,2019-10-11,8,474.0,463.5,44,1338.6818181818182,568.0,15,1690.0000000000002,535.0,漫画
城下町のダンデライオン,2015-06-26,15,341.66666666666669,364.0,15,415.26666666666671,172.0,,,,漫画
はたらく魔王さま!,2022-03-23,6,1350.0,1350.0,48,4222.625,1336.5,6,2064.5,2064.5,ライトノベル
Rewrite,2016-05-27,42,519.71428571428578,442.5,33,768.99999999999989,762.0,24,533.87499999999989,276.0,ゲーム
まじもじるるも,2014-07-04,28,121.39285714285712,62.0,36,239.75000000000003,146.5,,,,漫画
ド級編隊エグゼロス,2020-06-21,24,340.29166666666669,304.5,33,552.39393939393926,446.0,22,795.0,404.5,漫画
カノジョも彼女,2021-05-27,23,1040.8260869565217,748.0,78,1458.7564102564104,848.0,121,588.77685950413206,361.0,漫画
手品先輩,2019-06-28,6,402.83333333333337,299.0,17,644.58823529411768,293.0,2,951.5,951.5,漫画
信長の忍び,2016-12-09,2,117.0,117.0,150,105.43333333333331,68.5,8,90.25,89.5,漫画
もういっぽん!,2018-11-21,1,39.0,39.0,13,19.846153846153843,16.0,,,,漫画
アクティヴレイド -機動強襲室第八係-,2015-12-27,32,111.1875,52.0,92,138.97826086956516,18.0,,,,アニメ
お兄ちゃんはおしまい!,2022-12-23,8,1735.125,1728.0,81,558.43209876543222,509.0,27,521.185185185185,262.0,漫画
宇崎ちゃんは遊びたい!,2020-03-22,21,349.71428571428572,325.0,57,5874.21052631579,996.0,69,329.304347826087,168.0,漫画
抱かれたい男1位に脅されています。,2018-06-25,11,936.18181818181824,813.0,17,6415.9411764705883,2531.0,,,,漫画
殺し愛,2021-10-15,5,572.4,652.0,15,487.13333333333333,310.0,,,,漫画
怪病医ラムネ,2020-11-23,9,1423.0,1414.0,13,766.76923076923072,315.0,,,,漫画
今日もツノがある,2019-03-06,1,169.0,169.0,23,1168.4347826086957,423.0,,,,漫画
ちびまる子ちゃん,2022-10-07,27,429.33333333333337,460.0,42,1366.3571428571424,548.5,,,,漫画
91Days,2016-06-25,29,412.58620689655174,283.0,17,185.1764705882353,121.0,,,,アニメ
究極進化したフルダイブRPGが現実よりもクソゲーだったら,2021-03-26,14,133.71428571428572,109.5,48,260.6875,119.5,,,,ライトノベル
しろくまカフェ,2012-04-12,20,284.35,118.5,12,116.16666666666669,19.5,,,,漫画
最近雇ったメイドが怪しい,2022-06-21,3,710.33333333333337,654.0,13,4013.9230769230771,1356.0,,,,漫画
碧蓝航线,2020-02-01,7,2094.5714285714284,2108.0,22,2201.4999999999995,1989.5,,,,ゲーム
悪魔のリドル,2014-03-16,19,91.894736842105274,45.0,25,132.92000000000004,106.0,7,14.428571428571429,10.0,漫画
天才王子の赤字国家再生術 〜そうだ、売国しよう〜,2022-01-11,5,324.0,293.0,46,307.34782608695656,167.5,2,460.5,460.5,ライトノベル
日常,2011-04-17,13,20.615384615384613,18.0,1,4.0,4.0,,,,漫画
スロウスタート,2017-08-09,1,520.0,520.0,4,2429.75,2266.0,,,,漫画
スプラトゥーン,2022-04-27,4,30336.5,29286.0,30,37050.033333333333,32071.5,47,31845.4255319149,31144.0,ゲーム
ソマリと森の神様,2019-11-17,4,315.5,299.5,11,1234.0,343.0,7,842.99999999999989,418.0,漫画
Fit Boxing,2021-03-04,1,987.0,987.0,51,753.92156862745117,335.0,,,,ゲーム
バビロン,2019-10-07,7,378.28571428571428,358.0,52,801.76923076923083,149.5,5,61.0,44.0,ライトノベル
うちのメイドがウザすぎる!,2018-07-24,4,111.5,112.5,15,252.4666666666667,110.0,17,41.0,29.0,漫画
史上最強の大魔王、村人Aに転生する,2022-02-03,3,310.0,297.0,19,565.21052631578948,374.0,,,,ライトノベル
スローループ,2021-12-11,26,547.57692307692309,499.5,10,2242.7000000000003,1815.0,4,3086.75,1046.5,漫画
闇芝居,2020-09-01,50,180.2,125.0,260,518.53846153846155,403.0,,,,アニメ
僕らはみんな河合荘,2014-04-04,35,54.485714285714288,37.0,54,59.685185185185176,39.0,,,,漫画
天体のメソッド,2014-09-19,8,143.375,133.0,51,52.627450980392162,26.0,13,127.76923076923077,43.0,アニメ
宇宙なんちゃら こてつくん,2020-06-01,3,259.66666666666669,223.0,58,146.68965517241384,125.5,,,,漫画
やはり俺の青春ラブコメはまちがっている,2019-10-29,20,3597.0,2791.0,36,5217.5555555555566,4053.0,,,,ライトノベル
ろんぐらいだぁす!,2016-08-05,21,150.47619047619048,115.0,6,500.16666666666663,131.5,,,,漫画
あたしンち,2014-08-21,4,8.5,8.5,8,8.7499999999999982,9.0,,,,漫画
呪術廻戦,2019-07-01,10,1276.0,1124.0,54,1923.0000000000005,1294.0,86,3790.883720930231,3278.0,漫画
俺、ツインテールになります。,2014-10-10,39,51.051282051282058,36.0,47,113.17021276595744,57.0,,,,ライトノベル
異世界のんびり農家,2023-01-13,2,373.5,373.5,27,881.51851851851825,266.0,,,,ライトノベル
Shadowverse,2019-06-15,12,361.0,297.5,330,1437.4969696969702,316.0,,,,ゲーム
転生王女と天才令嬢の魔法革命,2023-01-12,19,1621.7368421052633,1199.0,64,873.39062500000011,608.0,,,,ライトノベル
魔王学院の不適合者 〜史上最強の魔王の始祖、転生して子孫たちの学校へ通う〜,2020-07-05,126,1510.1428571428571,1291.5,54,1541.1666666666667,1198.5,30,1171.3,872.5,ライトノベル
アブソリュート・デュオ,2014-12-12,7,99.285714285714292,103.0,48,45.229166666666679,42.5,,,,ライトノベル
夜桜さんちの大作戦,2021-04-26,3,778.66666666666663,848.0,33,1947.4848484848485,1976.0,6,1608.6666666666667,1057.5,漫画
境界線上のホライゾン,2011-06-02,51,21.058823529411761,17.0,273,20.054945054945048,12.0,,,,ライトノベル
NOBLESSE,2021-01-26,1,503.0,503.0,111,516.35135135135147,404.0,,,,漫画
ブギーポップシリーズ,2019-01-04,8,479.12499999999994,332.5,32,733.87500000000011,515.0,1,4245.0,4245.0,ライトノベル
無能なナナ,2020-09-07,57,201.78947368421049,174.0,26,678.65384615384608,454.0,,,,漫画
テニスの王子様,2020-12-23,1,3104.0,3104.0,223,4625.941704035874,1946.0,74,5638.7567567567576,2523.0,漫画
秘密結社鷹の爪,2010-06-24,7,3.0,3.0,168,6.33333333333333,5.0,,,,アニメ
俺の彼女と幼なじみが修羅場すぎる,2012-11-19,12,79.75,46.5,25,39.039999999999992,18.0,,,,ライトノベル
映像研には手を出すな!,2019-12-30,7,1392.5714285714284,1032.0,46,224.49999999999994,123.0,6,633.33333333333326,134.5,漫画
つり球,2012-04-01,22,167.36363636363635,96.5,41,45.609756097560961,22.0,,,,アニメ
明日ちゃんのセーラー服,2021-12-07,20,1959.5,946.0,50,1451.8600000000001,502.0,4,486.75,489.5,漫画
グラップラー刃牙,2018-09-05,4,102.0,102.0,596,447.50335570469827,131.0,32,1071.5,482.0,漫画
無彩限のファントム・ワールド,2015-12-18,21,309.61904761904759,299.0,25,178.72,174.0,,,,ライトノベル
私に天使が舞い降りた!,2018-11-19,17,995.58823529411779,596.0,11,363.54545454545456,391.0,,,,漫画
群れなせ!シートン学園,2019-12-23,3,251.0,232.0,3,1509.0,1989.0,,,,漫画
おーばーふろぉ,2019-04-08,10,52.5,51.0,12,127.5,62.5,,,,漫画
戦国BASARA,2011-04-14,54,21.81481481481482,16.0,10,18.8,17.0,,,,ゲーム
夜は猫といっしょ,2022-06-29,4,4466.5,3230.5,25,6705.12,3555.0,,,,漫画
彼岸島,2013-10-29,1,25.0,25.0,23,75.043478260869549,20.0,,,,漫画
